Date | 5/22/2019 9:38:49 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 184 level(s)...   
Date | 5/21/2019 10:36:41 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 98sec   
Date | 5/21/2019 10:36:41 PM   Msg | [ENCOUNTER] You successfully caught Whimsicott!   
Date | 5/21/2019 10:36:07 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 51 level(s)...   
Date | 5/21/2019 10:35:45 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 51sec   
Date | 5/21/2019 10:35:45 AM   Msg | [ENCOUNTER] You successfully caught Breloom!   
Date | 5/21/2019 10:35:02 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:34:54 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:34:47 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 68sec   
Date | 5/21/2019 10:34:47 AM   Msg | [ENCOUNTER] You successfully caught Starly!   
Date | 5/21/2019 10:34:30 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 36sec   
Date | 5/21/2019 10:34:30 PM   Msg | [ENCOUNTER] You successfully caught Hoppip!   
Date | 5/21/2019 10:33:53 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:33:42 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 12sec   
Date | 5/21/2019 10:33:42 PM   Msg | [ENCOUNTER] You successfully caught Abra!   
Date | 5/21/2019 10:33:39 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:33:29 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:33:25 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 74sec   
Date | 5/21/2019 10:33:25 AM   Msg | [ENCOUNTER] You successfully caught Shellos!   
Date | 5/21/2019 10:33:07 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 52sec   
Date | 5/21/2019 10:33:07 PM   Msg | [ENCOUNTER] You successfully caught Dustox!   
Date | 5/21/2019 10:32:15 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:32:10 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:32:08 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 140sec   
Date | 5/21/2019 10:32:08 PM   Msg | [ENCOUNTER] You successfully caught Comfey!   
Date | 5/21/2019 10:31:50 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 50 level(s)...   
Date | 5/21/2019 10:30:58 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 30sec   
Date | 5/21/2019 10:30:58 AM   Msg | [ENCOUNTER] You successfully caught Hoothoot!   
Date | 5/21/2019 10:30:27 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:30:13 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 49 level(s)...   
Date | 5/21/2019 10:29:53 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 99sec   
Date | 5/21/2019 10:29:53 AM   Msg | [ENCOUNTER] You successfully caught Crustle!   
Date | 5/21/2019 10:29:48 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:29:22 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 125sec   
Date | 5/21/2019 10:29:22 PM   Msg | [ENCOUNTER] You successfully caught Trevenant!   
Date | 5/21/2019 10:28:14 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:28:11 AM   Msg | [INFO] Bot started...   
Date | 5/21/2019 10:27:17 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:25:27 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 22sec   
Date | 5/21/2019 10:25:27 PM   Msg | [ENCOUNTER] You successfully caught Rhydon!   
Date | 5/21/2019 10:25:05 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:23:21 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 2sec   
Date | 5/21/2019 10:23:21 PM   Msg | [ENCOUNTER] You successfully caught Caterpie!   
Date | 5/21/2019 10:23:19 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:22:51 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 57sec   
Date | 5/21/2019 10:22:51 PM   Msg | [ENCOUNTER] You successfully caught Corphish!   
Date | 5/21/2019 10:21:53 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:21:42 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 92sec   
Date | 5/21/2019 10:21:42 PM   Msg | [ENCOUNTER] You successfully caught Conkeldurr!   
Date | 5/21/2019 10:20:10 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:19:18 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 183 level(s)...   
Date | 5/21/2019 10:18:55 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 67sec   
Date | 5/21/2019 10:18:55 PM   Msg | [ENCOUNTER] You successfully caught Barboach!   
Date | 5/21/2019 10:18:46 AM   Msg | [INFO] Bot stopped...   
Date | 5/21/2019 10:18:43 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 52sec   
Date | 5/21/2019 10:18:43 AM   Msg | [ENCOUNTER] You successfully caught Skitty!   
Date | 5/21/2019 10:18:03 AM   Msg | [INFO] Closing background worker, please wait...   
Date | 5/21/2019 10:18:03 AM   Msg | [INFO] Bot stopped...   
Date | 5/21/2019 10:17:51 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:17:47 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:17:45 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 119sec   
Date | 5/21/2019 10:17:45 PM   Msg | [ENCOUNTER] You successfully caught Dedenne!   
Date | 5/21/2019 10:17:11 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 48 level(s)...   
Date | 5/21/2019 10:16:12 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 86sec   
Date | 5/21/2019 10:16:12 AM   Msg | [ENCOUNTER] You successfully caught Simisear!   
Date | 5/21/2019 10:15:45 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:15:34 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 103sec   
Date | 5/21/2019 10:15:34 PM   Msg | [ENCOUNTER] You successfully caught Cottonee!   
Date | 5/21/2019 10:14:45 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:14:43 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 47 level(s)...   
Date | 5/21/2019 10:14:03 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 60sec   
Date | 5/21/2019 10:14:03 AM   Msg | [ENCOUNTER] You successfully caught Baltoy!   
Date | 5/21/2019 10:13:50 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:13:47 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 53sec   
Date | 5/21/2019 10:13:47 PM   Msg | [ENCOUNTER] You successfully caught Ralts!   
Date | 5/21/2019 10:13:03 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:12:54 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:12:41 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 46 level(s)...   
Date | 5/21/2019 10:12:02 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 39sec   
Date | 5/21/2019 10:12:02 PM   Msg | [ENCOUNTER] You successfully caught Dunsparce!   
Date | 5/21/2019 10:12:00 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 61sec   
Date | 5/21/2019 10:12:00 AM   Msg | [ENCOUNTER] You successfully caught Duskull!   
Date | 5/21/2019 10:11:23 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:10:59 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:10:57 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 56sec   
Date | 5/21/2019 10:10:57 PM   Msg | [ENCOUNTER] You successfully caught Plusle!   
Date | 5/21/2019 10:10:53 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 32sec   
Date | 5/21/2019 10:10:53 AM   Msg | [ENCOUNTER] You successfully caught Pichu!   
Date | 5/21/2019 10:10:21 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:10:12 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 45 level(s)...   
Date | 5/21/2019 10:10:01 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:09:56 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 182 level(s)...   
Date | 5/21/2019 10:09:55 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 102sec   
Date | 5/21/2019 10:09:55 AM   Msg | [ENCOUNTER] You successfully caught Vanillite!   
Date | 5/21/2019 10:09:44 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 123sec   
Date | 5/21/2019 10:09:44 PM   Msg | [ENCOUNTER] You successfully caught Durant!   
Date | 5/21/2019 10:08:12 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:08:09 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 106sec   
Date | 5/21/2019 10:08:09 AM   Msg | [ENCOUNTER] You successfully caught Joltik!   
Date | 5/21/2019 10:07:41 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:06:22 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:06:08 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 63sec   
Date | 5/21/2019 10:06:08 AM   Msg | [ENCOUNTER] You successfully caught Swablu!   
Date | 5/21/2019 10:05:40 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 181 level(s)...   
Date | 5/21/2019 10:05:04 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:04:53 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 29sec   
Date | 5/21/2019 10:04:53 AM   Msg | [ENCOUNTER] You successfully caught Ledyba!   
Date | 5/21/2019 10:04:52 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 11sec   
Date | 5/21/2019 10:04:52 PM   Msg | [ENCOUNTER] You successfully caught Psyduck!   
Date | 5/21/2019 10:04:41 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:04:24 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:04:21 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 124sec   
Date | 5/21/2019 10:04:21 AM   Msg | [ENCOUNTER] You successfully caught Tyrantrum!   
Date | 5/21/2019 10:04:12 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 30sec   
Date | 5/21/2019 10:04:12 PM   Msg | [ENCOUNTER] You successfully caught Furret!   
Date | 5/21/2019 10:03:42 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:02:58 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 180 level(s)...   
Date | 5/21/2019 10:02:55 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 146sec   
Date | 5/21/2019 10:02:55 PM   Msg | [ENCOUNTER] You successfully caught Salandit!   
Date | 5/21/2019 10:02:16 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:02:08 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 44 level(s)...   
Date | 5/21/2019 10:01:02 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 43 level(s)...   
Date | 5/21/2019 10:00:32 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 52sec   
Date | 5/21/2019 10:00:32 AM   Msg | [ENCOUNTER] You successfully caught Slaking!   
Date | 5/21/2019 10:00:29 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:58:59 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 114sec   
Date | 5/21/2019 1:58:59 PM   Msg | [ENCOUNTER] You successfully caught Heatmor!   
Date | 5/21/2019 1:58:02 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 58sec   
Date | 5/21/2019 1:58:02 AM   Msg | [ENCOUNTER] You successfully caught Minun!   
Date | 5/21/2019 1:57:05 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:57:03 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:56:58 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 132sec   
Date | 5/21/2019 1:56:58 PM   Msg | [ENCOUNTER] You successfully caught Araquanid!   
Date | 5/21/2019 1:54:46 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:54:25 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 105sec   
Date | 5/21/2019 1:54:25 PM   Msg | [ENCOUNTER] You successfully caught Ferroseed!   
Date | 5/21/2019 1:54:08 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 104sec   
Date | 5/21/2019 1:54:08 AM   Msg | [ENCOUNTER] You successfully caught Karrablast!   
Date | 5/21/2019 1:52:39 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:52:23 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:52:18 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 94 level(s)...   
Date | 5/21/2019 1:51:17 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 138sec   
Date | 5/21/2019 1:51:17 PM   Msg | [ENCOUNTER] You successfully caught Shiinotic!   
Date | 5/21/2019 1:49:40 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 95sec   
Date | 5/21/2019 1:49:40 AM   Msg | [ENCOUNTER] You successfully caught Roggenrola!   
Date | 5/21/2019 1:48:58 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:48:34 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 111sec   
Date | 5/21/2019 1:48:34 PM   Msg | [ENCOUNTER] You successfully caught Litleo!   
Date | 5/21/2019 1:48:05 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:48:01 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 75sec   
Date | 5/21/2019 1:48:01 AM   Msg | [ENCOUNTER] You successfully caught Glameow!   
Date | 5/21/2019 1:46:46 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:46:43 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:46:11 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 129sec   
Date | 5/21/2019 1:46:11 PM   Msg | [ENCOUNTER] Failed to identify pokemon...   
Date | 5/21/2019 1:45:10 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 33sec   
Date | 5/21/2019 1:45:10 AM   Msg | [ENCOUNTER] You successfully caught Marill!   
Date | 5/21/2019 1:44:37 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:44:01 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:44:00 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 113sec   
Date | 5/21/2019 1:44:00 PM   Msg | [ENCOUNTER] You successfully caught Tynamo!   
Date | 5/21/2019 1:43:57 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 141sec   
Date | 5/21/2019 1:43:57 AM   Msg | [ENCOUNTER] You successfully caught Salazzle!   
Date | 5/21/2019 1:42:07 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:42:01 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 93 level(s)...   
Date | 5/21/2019 1:41:35 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:40:22 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 41sec   
Date | 5/21/2019 1:40:22 PM   Msg | [ENCOUNTER] You successfully caught Swinub!   
Date | 5/21/2019 1:40:03 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 16sec   
Date | 5/21/2019 1:40:03 AM   Msg | [ENCOUNTER] You successfully caught Dewgong!   
Date | 5/21/2019 1:39:47 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:39:40 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:39:15 PM   Msg | [ENCOUNTER] You successfully caught Seaking!   
Date | 5/21/2019 1:39:14 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 22sec   
Date | 5/21/2019 1:38:57 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 120sec   
Date | 5/21/2019 1:38:57 AM   Msg | [ENCOUNTER] You successfully caught Delphox!   
Date | 5/21/2019 1:38:52 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:38:45 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 35sec   
Date | 5/21/2019 1:38:45 PM   Msg | [ENCOUNTER] You successfully caught Hoppip!   
Date | 5/21/2019 1:38:10 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:36:57 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:36:50 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 3sec   
Date | 5/21/2019 1:36:50 PM   Msg | [ENCOUNTER] You successfully caught Rattata!   
Date | 5/21/2019 1:36:47 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:36:43 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 82sec   
Date | 5/21/2019 1:36:43 AM   Msg | [ENCOUNTER] You successfully caught Carnivine!   
Date | 5/21/2019 1:36:29 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 61sec   
Date | 5/21/2019 1:36:29 PM   Msg | [ENCOUNTER] You successfully caught Glalie!   
Date | 5/21/2019 1:35:27 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:35:20 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:35:05 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 92 level(s)...   
Date | 5/21/2019 1:34:28 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 73sec   
Date | 5/21/2019 1:34:28 PM   Msg | [ENCOUNTER] You successfully caught Budew!   
Date | 5/21/2019 1:33:21 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 39sec   
Date | 5/21/2019 1:33:21 AM   Msg | [ENCOUNTER] You successfully caught Slugma!   
Date | 5/21/2019 1:33:15 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:33:05 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 136sec   
Date | 5/21/2019 1:33:05 PM   Msg | [ENCOUNTER] Failed to identify pokemon...   
Date | 5/21/2019 1:32:41 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:32:28 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 8sec   
Date | 5/21/2019 1:32:28 AM   Msg | [ENCOUNTER] You successfully caught Venonat!   
Date | 5/21/2019 1:32:19 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:30:49 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:30:48 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 140sec   
Date | 5/21/2019 1:30:48 PM   Msg | [ENCOUNTER] Failed to identify pokemon...   
Date | 5/21/2019 1:30:26 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 6sec   
Date | 5/21/2019 1:30:26 AM   Msg | [ENCOUNTER] You successfully caught Clefairy!   
Date | 5/21/2019 1:30:20 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:28:28 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:28:26 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 140sec   
Date | 5/21/2019 1:28:26 PM   Msg | [ENCOUNTER] Failed to identify pokemon...   
Date | 5/21/2019 1:27:51 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 95sec   
Date | 5/21/2019 1:27:51 AM   Msg | [ENCOUNTER] You successfully caught Timburr!   
Date | 5/21/2019 1:26:16 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:26:06 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:25:49 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 97sec   
Date | 5/21/2019 1:25:49 PM   Msg | [ENCOUNTER] You successfully caught Venipede!   
Date | 5/21/2019 1:24:11 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:23:25 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 91 level(s)...   
Date | 5/21/2019 1:22:39 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 94sec   
Date | 5/21/2019 1:22:39 AM   Msg | [ENCOUNTER] You successfully caught Purrloin!   
Date | 5/21/2019 1:21:15 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 90 level(s)...   
Date | 5/21/2019 1:21:05 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:19:14 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 57sec   
Date | 5/21/2019 1:19:14 AM   Msg | [ENCOUNTER] You successfully caught Gulpin!   
Date | 5/21/2019 1:19:12 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 89 level(s)...   
Date | 5/21/2019 1:18:17 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 1:17:35 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 117sec   
Date | 5/21/2019 1:17:35 AM   Msg | [ENCOUNTER] You successfully caught Aromatisse!   
Date | 5/21/2019 1:17:33 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 50sec   
Date | 5/21/2019 1:17:33 PM   Msg | [ENCOUNTER] You successfully caught Dustox!   
